P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts
PD_21002451,Record,Fashion,degree,217.16,4,49,1,0,202305,5,1,0,9,25,0.4980,0.0000,2,-1
PD_21004325,Him,Books,reason,406.08,4,55,0,1,202310,10,0.75,1,15,32,0.0000,0.4954,2,5
PD_21004953,Very,Fashion,military,254.26,2,35,1,1,202306,6,3,0,6,10,0.4980,0.4980,3,0
PD_21006368,Gun,Books,line,292.04,3,19,0,1,202305,5,4.33,0,4,12,0.0000,0.4954,6,6
PD_21006110,Imagine,"Home Appliance",reason,69.83,5,49,0,1,202303,3,3.2,1,19,30,0.0000,0.5274,4,-1
PD_21005045,Few,Books,rest,39.64,12,42,1,1,202403,3,3,1,25,72,0.4954,0.4954,4,2
PD_21004091,Wish,Fashion,hotel,213.33,4,53,1,1,202311,11,1.25,1,41,27,0.4980,0.4980,2,2
PD_21004090,Weight,Books,out,269.12,3,50,1,1,202302,2,2,1,15,15,0.4954,0.4954,2,1
PD_21000411,Dark,Fashion,laugh,355.21,3,48,1,1,202310,10,3.67,1,8,12,0.4980,0.4980,1,5
PD_21007212,Voice,Electronics,subject,412.14,3,41,1,1,202303,3,3.33,1,9,11,0.4976,0.4976,4,1
PD_21009836,Member,Fashion,president,110.85,6,48,1,1,202303,3,1.83,1,3,11,0.4980,0.4980,1,2
PD_21006542,Edge,Electronics,outside,486.81,4,61,1,1,202404,4,2.5,1,13,26,0.4976,0.4976,1,2
PD_21003064,Knowledge,"Home Appliance",cultural,378.24,3,42,1,0,202303,3,2,1,21,21,0.5274,0.0000,3,-1
PD_21006056,Treat,"Home Appliance",throw,346.59,2,51,1,0,202303,3,4,1,8,8,0.5274,0.0000,4,-1
PD_21002522,Old,Electronics,almost,27.31,5,43,1,1,202305,5,2.2,1,9,22,0.4976,0.4976,2,2
PD_21000791,Decision,Fitness,situation,417.55,8,45,1,1,202302,2,2.75,1,10,44,0.5248,0.5248,4,-1
PD_21006550,Believe,Fashion,those,42.62,3,47,1,1,202402,2,2.33,1,4,6,0.4980,0.4980,1,2
PD_21002556,Away,Electronics,protect,472.44,5,44,1,1,202306,6,3.8,1,17,28,0.4976,0.4976,2,2
PD_21007373,Memory,Books,help,397.14,7,43,1,0,202304,4,3.14,1,13,33,0.4954,0.0000,4,2
PD_21000246,Management,Books,their,135.39,2,31,1,0,202405,5,2,1,10,10,0.4954,0.0000,7,6
PD_21001433,Why,Fitness,nothing,221.47,5,45,1,0,202402,2,2.4,1,14,26,0.5248,0.0000,4,-1
PD_21000768,Her,Fitness,arrive,208.57,5,40,1,1,202303,3,1.6,1,8,19,0.5248,0.5248,2,2
PD_21005638,Guess,Electronics,growth,201.49,8,42,1,1,202304,4,3,1,13,41,0.4976,0.4976,2,2
PD_21003795,Control,Fitness,body,394.72,3,52,1,1,202403,3,3.67,1,10,18,0.5248,0.5248,3,2
PD_21000179,Impact,Fashion,inside,102.56,4,33,1,0,202312,12,2.25,1,12,24,0.4980,0.0000,6,2
PD_21000258,Worker,Electronics,once,42.71,4,33,1,1,202303,3,1.5,1,6,20,0.4976,0.4976,7,1
PD_21002048,Hospital,Fitness,operation,12.39,4,60,1,0,202311,11,2.5,1,17,26,0.5248,0.0000,1,-1
PD_21004876,Bar,Fashion,different,88.25,3,45,1,1,202405,5,3.33,1,11,15,0.4980,0.4980,1,-1
PD_21006498,Smile,Books,break,148.76,6,38,1,1,202405,5,2.5,1,8,24,0.4954,0.4954,3,6
PD_21003863,You,Fashion,cup,130.33,6,36,1,1,202304,4,3,1,6,32,0.4980,0.4980,3,5
PD_21001884,Money,Fashion,affect,331.22,6,45,1,1,202310,10,1.83,1,2,13,0.4980,0.4980,1,5
PD_21009423,Movement,Fashion,attorney,125.54,5,44,1,0,202404,4,2.2,1,11,14,0.4980,0.0000,1,5
PD_21002255,Point,"Home Appliance",hot,152.12,4,50,1,1,202309,9,1.5,1,17,28,0.5274,0.5274,4,2
PD_21007734,Not,Books,day,434.09,7,41,1,1,202310,10,3.14,1,4,13,0.4954,0.4954,3,5
PD_21009982,Difference,Electronics,movie,449.86,2,45,1,1,202408,8,1,1,12,12,0.4976,0.4976,2,4
PD_21009001,Role,"Home Appliance",help,392.13,4,41,0,1,202310,10,2.5,1,12,25,0.0000,0.5274,2,2
PD_21002970,Tree,Books,a,476.84,6,57,1,1,202302,2,3.17,1,10,30,0.4954,0.4954,1,1
PD_21000047,Wife,Electronics,difficult,95.38,4,36,0,1,202302,2,2,1,19,24,0.0000,0.4976,4,2
PD_21004162,Benefit,Fitness,nothing,332.2,3,34,1,1,202308,8,2.67,1,6,9,0.5248,0.5248,7,5
PD_21001173,Raise,Fitness,away,18.97,5,36,1,0,202403,3,2.8,1,15,40,0.5248,0.0000,2,2
PD_21005282,Now,Fashion,stand,383.96,3,42,1,1,202306,6,2,1,7,8,0.4980,0.4980,1,0
PD_21003980,Less,Fitness,level,95.71,4,51,1,1,202310,10,1.25,1,9,17,0.5248,0.5248,3,2
PD_21000481,Choice,"Home Appliance",all,118.28,5,51,0,1,202406,6,3.2,1,16,42,0.0000,0.5274,4,2
PD_21003331,Off,Electronics,first,187.21,3,59,1,1,202401,1,2.33,1,14,15,0.4976,0.4976,1,5
PD_21004587,,Electronics,nature,451.35,5,62,1,1,202401,1,2.4,1,16,28,0.4976,0.4976,1,5
PD_21001264,Candidate,Electronics,movement,89.8,8,35,1,1,202312,12,2.75,1,26,68,0.4976,0.4976,4,2
PD_21008196,Pass,Fitness,data,147.6,7,53,1,1,202301,1,2.29,1,18,39,0.5248,0.5248,3,2
PD_21000260,With,Electronics,matter,393.31,4,48,1,1,202312,12,3.25,1,15,21,0.4976,0.4976,2,2
PD_21009304,Year,Fitness,treatment,412.47,3,32,1,0,202311,11,1.67,1,10,14,0.5248,0.0000,7,-1
PD_21006962,Today,Fashion,cup,327.16,4,44,1,0,202303,3,2.75,1,19,37,0.4980,0.0000,1,2
PD_21004525,Notice,Fitness,there,191.44,6,43,1,1,202309,9,1.67,1,19,34,0.5248,0.5248,4,2
PD_21000609,History,Books,much,221.69,3,22,1,1,202401,1,2.33,1,8,9,0.4954,0.4954,6,1
PD_21002371,Growth,"Home Appliance",decide,330.41,6,45,1,1,202301,1,2,1,12,33,0.5274,0.5274,3,5
PD_21006871,Painting,Fitness,near,161.27,2,40,0,1,202404,4,2.5,1,13,13,0.0000,0.5248,2,5
PD_21008320,Remember,Fashion,something,81.11,2,47,0,1,202310,10,0.5,1,13,13,0.0000,0.4980,1,5
PD_21002334,First,Fashion,north,230.24,3,62,0,1,202302,2,1.67,1,10,16,0.0000,0.4980,4,2
PD_21005542,Discover,Fitness,skin,266.45,2,43,0,1,202301,1,2,1,8,8,0.0000,0.5248,4,2
PD_21006148,Church,Electronics,chance,95.81,3,32,0,1,202406,6,2,1,11,15,0.0000,0.4976,7,2
PD_21007237,Build,Electronics,compare,417.97,3,42,1,1,202309,9,1,1,11,20,0.4976,0.4976,2,2
PD_21002948,Bank,Fitness,everybody,469.15,4,57,1,1,202305,5,2.5,1,10,30,0.5248,0.5248,1,-1
PD_21008861,Thing,Books,industry,86.24,4,42,0,1,202407,7,2.75,1,5,10,0.0000,0.4954,4,5
PD_21003149,Style,Books,as,97.45,3,39,1,1,202408,8,3.67,1,20,17,0.4954,0.4954,3,2
PD_21008050,Effort,Fitness,around,327.39,3,40,1,1,202408,8,1.67,1,9,14,0.5248,0.5248,2,5
PD_21000982,Give,"Home Appliance",black,329.66,3,54,1,1,202407,7,4,1,11,18,0.5274,0.5274,4,-1
PD_21000008,Property,Books,performance,276.41,1,57,1,0,202305,5,4,0,10,10,0.4954,0.0000,1,6
PD_21000360,Like,Electronics,than,257.08,3,28,1,0,202307,7,3,0,9,27,0.4976,0.0000,7,0
PD_21003853,Scene,"Home Appliance",into,24.36,2,40,0,1,202403,3,4,0,10,20,0.0000,0.5274,2,-1
PD_21004361,What,Electronics,already,355.68,2,60,0,1,202404,4,2,0,7,14,0.0000,0.4976,1,2
PD_21004671,Class,Fashion,series,372.87,3,49,1,0,202302,2,3.67,0,6,18,0.4980,0.0000,2,2
PD_21005143,Customer,Books,yet,270.63,1,39,0,1,202406,6,1,0,5,5,0.0000,0.4954,3,2
PD_21005568,Service,"Home Appliance",around,156.6,3,64,1,0,202307,7,3,0,9,25,0.5274,0.0000,5,-1
PD_21005569,Coach,Electronics,history,452.16,2,33,0,1,202408,8,2,0,4,8,0.0000,0.4976,7,4
PD_21007546,Author,Books,spend,301.8,2,34,0,1,202402,2,4.5,0,7,14,0.0000,0.4954,7,1
PD_21007718,Card,Electronics,teacher,358.53,2,21,0,1,202404,4,1,0,6,6,0.0000,0.4976,6,2
PD_21008021,Nor,Electronics,trial,356.59,1,64,1,0,202404,4,2,0,8,8,0.4976,0.0000,5,2
PD_21008450,Participant,Fashion,significant,27.57,2,63,0,1,202407,7,4.5,0,9,18,0.0000,0.4980,5,-1
PD_21008907,Behind,Fashion,many,447.32,1,35,1,0,202410,10,4,0,8,8,0.4980,0.0000,3,5
PD_21009504,Want,"Home Appliance",capital,265.75,2,51,1,1,202304,4,3,0,8,18,0.5274,0.5274,4,5
PD_21001675,Most,Electronics,perhaps,488.75,2,39,1,0,202305,5,3,0,4,11,0.4976,0.0000,4,2
PD_21002525,Age,Fitness,he,313.76,2,41,0,1,202304,4,1,0,9,16,0.0000,0.5248,2,5
PD_21002783,Start,"Home Appliance",need,198.67,2,49,0,1,202405,5,3,0,7,14,0.0000,0.5274,4,-1
PD_21006023,Yard,Books,condition,383.31,1,43,0,1,202302,2,2,0,5,5,0.0000,0.4954,4,1
PD_21006176,Speech,Books,sign,52.98,4,42,1,1,202309,9,2.5,0,7,26,0.4954,0.4954,4,5
PD_21000547,Past,Fashion,material,323.7,4,36,1,1,202302,2,2,0,3,18,0.4980,0.4980,3,2
PD_21001194,Director,"Home Appliance",nearly,386.98,3,47,0,1,202305,5,2.67,0,2,12,0.0000,0.5274,3,-1
PD_21003765,Large,Books,other,301.06,4,54,0,1,202301,1,3.5,0,3,20,0.0000,0.4954,2,1
PD_21006139,Brother,Books,view,234.69,4,42,1,1,202302,2,0.75,0,8,35,0.4954,0.4954,4,1
PD_21007205,Save,Electronics,key,270.32,2,66,0,1,202304,4,2.5,0,2,4,0.0000,0.4976,5,2
PD_21007656,Part,Electronics,writer,389.18,3,19,1,1,202312,12,3,0,8,22,0.4976,0.4976,6,2
PD_21008003,List,Fashion,ready,128.91,3,27,1,0,202405,5,3.67,0,4,20,0.4980,0.0000,6,-1
PD_21009696,Big,Fashion,spring,65.81,5,49,1,1,202311,11,2.2,1,8,20,0.4980,0.4980,2,2
PD_21001454,Rate,Books,mouth,44.25,1,36,1,0,202302,2,3,0,2,2,0.4954,0.0000,3,1
PD_21001719,Say,Electronics,whole,122.16,4,22,1,1,202301,1,2.75,0,10,30,0.4976,0.4976,6,5
PD_21003063,Pressure,Fashion,possible,323.91,1,65,1,0,202411,11,5,0,10,10,0.4980,0.0000,5,2
PD_21003157,Myself,Electronics,TV,425.3,3,42,0,1,202301,1,2.33,0,3,19,0.0000,0.4976,2,5
PD_21003379,Edge,Electronics,identify,254.68,4,45,1,1,202404,4,2.5,0,6,19,0.4976,0.4976,2,2
PD_21003459,Stuff,"Home Appliance",production,68.47,2,50,1,0,202405,5,3,0,3,6,0.5274,0.0000,4,-1
PD_21003528,Turn,Books,everybody,454.29,4,37,1,1,202307,7,2.25,0,7,32,0.4954,0.4954,3,5
PD_21003607,Be,Fashion,bad,152.69,3,19,0,1,202302,2,4.33,0,4,12,0.0000,0.4980,7,2
PD_21003623,Respond,Fitness,we,311.05,2,24,1,0,202311,11,4,0,1,2,0.5248,0.0000,5,-1
PD_21005076,Mind,Electronics,later,256.7,3,32,0,1,202307,7,2.33,0,7,21,0.0000,0.4976,7,0
PD_21005785,Another,Fitness,blue,38.14,1,18,1,0,202403,3,2,0,10,10,0.5248,0.0000,5,2
PD_21005939,Care,Fitness,interview,206.18,4,45,1,1,202305,5,4,0,10,26,0.5248,0.5248,4,-1
PD_21005986,Authority,Books,draw,328.98,3,52,1,1,202305,5,0.67,0,6,12,0.4954,0.4954,2,6
PD_21006303,Good,Electronics,skill,14.52,3,43,1,1,202405,5,2.33,0,5,19,0.4976,0.4976,2,2
PD_21006621,Decision,Electronics,to,108.46,3,31,1,0,202311,11,4.33,0,2,6,0.4976,0.0000,7,-1
PD_21006933,Also,Electronics,kid,60.86,1,63,1,0,202301,1,4,0,6,6,0.4976,0.0000,5,5
PD_21007019,Sort,Books,value,65.95,4,35,1,0,202311,11,1.25,0,8,29,0.4954,0.0000,3,2
PD_21007034,Away,Fitness,together,370.63,1,31,0,1,202402,2,2,0,7,7,0.0000,0.5248,7,-1
PD_21008493,You,Books,especially,43.22,2,69,1,0,202402,2,2.5,0,1,2,0.4954,0.0000,5,1
PD_21008650,Popular,Fashion,reality,421.8,1,58,1,0,202301,1,5,0,9,9,0.4980,0.0000,4,3
PD_21008773,Among,Books,hold,217.93,3,52,1,0,202308,8,3,0,2,6,0.4954,0.0000,2,2
PD_21009944,Everything,Electronics,yeah,455.82,2,27,0,1,202304,4,4,0,8,16,0.0000,0.4976,7,2
PD_21002303,Red,Electronics,page,394.41,2,42,0,1,202312,12,3,0,7,14,0.0000,0.4976,2,2
PD_21002934,Nor,Books,site,188.14,2,29,1,1,202305,5,1.5,0,3,4,0.4954,0.4954,7,6
PD_21003080,Hotel,Books,fall,202.03,5,36,1,1,202305,5,2.8,0,9,45,0.4954,0.4954,3,6
PD_21006404,Today,Fashion,worry,86.03,3,52,1,1,202308,8,3,0,1,15,0.4980,0.4980,2,2
PD_21006708,Its,Fitness,lawyer,192.66,2,36,0,1,202307,7,2,0,4,7,0.0000,0.5248,2,2
PD_21008084,Anyone,Electronics,upon,278.18,3,44,1,1,202306,6,0.67,0,5,16,0.4976,0.4976,2,2
PD_21001956,Pay,Electronics,thing,486.45,5,43,1,1,202405,5,2,1,9,30,0.4976,0.4976,2,2
PD_21007031,Western,"Home Appliance",figure,162.85,3,39,1,0,202304,4,1,1,10,16,0.5274,0.0000,2,5
PD_21000797,Leg,Electronics,often,459,7,35,1,1,202303,3,2.29,1,9,52,0.4976,0.4976,4,1
PD_21006949,Cost,Books,consider,185.86,5,25,1,1,202311,11,1.2,1,4,13,0.4954,0.4954,6,2
PD_21005707,Book,Electronics,affect,389.5,3,43,1,0,202304,4,1,1,16,26,0.4976,0.0000,2,2
PD_21000142,Bag,"Home Appliance",for,233.19,4,51,1,1,202307,7,2.25,0,9,27,0.5274,0.5274,4,-1
PD_21000371,Debate,Fitness,guy,386.59,2,43,1,0,202304,4,4,0,7,14,0.5248,0.0000,4,5
PD_21000873,Walk,Books,measure,179.74,5,37,1,1,202303,3,3,0,2,25,0.4954,0.4954,3,2
PD_21000972,Style,Fitness,recently,183.81,1,45,0,1,202307,7,5,0,10,10,0.0000,0.5248,4,2
PD_21001158,Follow,Fitness,protect,357.75,2,51,1,0,202303,3,2.5,0,6,12,0.5248,0.0000,3,2
PD_21001361,Just,Fashion,his,376.53,4,40,1,1,202401,1,3.25,0,7,21,0.4980,0.4980,3,3
PD_21001584,Sign,Fitness,tree,287.44,1,20,0,1,202412,12,4,0,4,4,0.0000,0.5248,5,2
PD_21001611,Policy,Electronics,fear,399.39,1,60,0,1,202411,11,2,0,4,4,0.0000,0.4976,1,-1
PD_21001813,Light,Fashion,indicate,249.25,1,46,1,0,202408,8,2,0,10,10,0.4980,0.0000,1,2
PD_21001820,Interesting,Books,read,132.35,2,38,1,1,202401,1,1.5,0,7,7,0.4954,0.4954,3,1
PD_21002276,Might,Fashion,evening,170.76,2,23,1,0,202405,5,4,0,2,4,0.4980,0.0000,7,-1
PD_21002554,Three,"Home Appliance",scientist,456.64,2,50,0,1,202303,3,2,0,2,4,0.0000,0.5274,4,-1
PD_21002893,Child,Fashion,painting,199.46,1,21,0,1,202408,8,4,0,5,5,0.0000,0.4980,7,2
PD_21003485,She,"Home Appliance",son,77.08,1,34,0,1,202408,8,4,0,5,5,0.0000,0.5274,7,2
PD_21003625,Season,"Home Appliance",company,377.89,3,53,1,0,202307,7,1.67,0,1,3,0.5274,0.0000,4,-1
PD_21003688,Pm,Fitness,although,353.83,2,64,1,0,202301,1,4,0,5,10,0.5248,0.0000,6,2
PD_21004315,Office,Books,stand,115.58,5,55,1,1,202305,5,3,0,9,37,0.4954,0.4954,2,6
PD_21004561,Probably,Books,agree,65.25,2,62,1,0,202306,6,1.5,0,2,4,0.4954,0.0000,1,2
PD_21004867,Opportunity,Fashion,score,211.51,1,65,1,0,202406,6,2,0,3,3,0.4980,0.0000,5,0
PD_21006021,Its,Electronics,that,430.08,4,37,1,1,202302,2,2.25,0,8,30,0.4976,0.4976,4,2
PD_21006222,Region,Fashion,mouth,94.75,2,51,0,1,202404,4,3,0,1,2,0.0000,0.4980,2,5
PD_21006227,Glass,"Home Appliance",development,141.23,2,51,1,0,202410,10,2,0,7,14,0.5274,0.0000,4,2
PD_21006255,Administration,"Home Appliance",should,147.86,3,36,1,0,202406,6,3.33,0,6,18,0.5274,0.0000,2,2
PD_21006609,Direction,"Home Appliance",admit,312.6,3,46,1,0,202312,12,2.67,0,1,3,0.5274,0.0000,3,1
PD_21008251,Network,Fashion,sell,404.1,2,29,0,1,202308,8,3.5,0,1,2,0.0000,0.4980,6,2
PD_21008630,Seven,Electronics,less,480.4,5,31,1,1,202401,1,2.2,0,4,17,0.4976,0.4976,7,5
PD_21009548,Rock,Books,treatment,81.76,4,33,0,1,202305,5,2.75,0,7,23,0.0000,0.4954,7,6
PD_21009743,Itself,Fitness,your,199.28,2,70,1,0,202408,8,2,0,8,16,0.5248,0.0000,6,5
PD_21009915,Check,Fitness,here,281.06,2,39,1,1,202403,3,1.5,0,6,15,0.5248,0.5248,2,2
PD_21000366,Every,"Home Appliance",particularly,123.83,3,37,1,1,202312,12,2.33,0,7,9,0.5274,0.5274,2,1
PD_21008291,Per,Books,old,117.46,1,36,1,0,202304,4,5,0,3,3,0.4954,0.0000,3,2
PD_21000427,Real,Fashion,hear,298.23,1,41,0,1,202410,10,1,0,8,8,0.0000,0.4980,3,5
PD_21000800,Paper,Fashion,within,457.36,2,53,1,1,202306,6,3,0,1,6,0.4980,0.4980,2,0
PD_21002505,Trial,Electronics,middle,157.18,3,64,1,0,202307,7,3.33,0,4,12,0.4976,0.0000,5,0
PD_21007730,Also,Electronics,yard,382.42,1,19,1,0,202405,5,4,0,10,10,0.4976,0.0000,6,2
PD_21008787,Interview,"Home Appliance",third,432.32,2,51,1,0,202401,1,1.5,0,1,3,0.5274,0.0000,4,5
PD_21009769,Similar,Books,lead,464.99,2,22,1,0,202308,8,1.5,0,3,6,0.4954,0.0000,6,2
PD_21008582,Himself,"Home Appliance",view,152.78,7,38,1,1,202303,3,2.43,1,66,59,0.5274,0.5274,2,-1
PD_21000935,Standard,Books,then,116.99,1,65,1,0,202407,7,5,0,7,7,0.4954,0.0000,5,5
PD_21002381,Score,Fashion,type,127.95,1,29,0,1,202408,8,5,0,2,2,0.0000,0.4980,6,2
PD_21002503,Remember,Fitness,character,468.36,1,49,1,0,202407,7,5,0,8,8,0.5248,0.0000,3,2
PD_21002558,His,Electronics,white,451.14,5,53,1,0,202301,1,2.8,0,8,40,0.4976,0.0000,3,5
PD_21002619,Affect,Fitness,may,161.14,4,67,1,1,202302,2,2,0,7,21,0.5248,0.5248,6,-1
PD_21002864,Example,Books,mind,210.54,2,30,0,1,202305,5,4.5,0,8,16,0.0000,0.4954,7,6
PD_21003031,Possible,Electronics,best,378.33,5,38,1,1,202301,1,2.6,0,5,19,0.4976,0.4976,4,5
PD_21003194,Reality,Fitness,indeed,26.73,3,24,1,0,202408,8,2,0,9,27,0.5248,0.0000,5,5
PD_21003431,Between,Electronics,entire,151.63,2,23,1,1,202410,10,0.5,0,13,13,0.4976,0.4976,6,4
PD_21003467,Live,Fitness,next,410.11,2,46,0,1,202301,1,3,0,2,5,0.0000,0.5248,4,2
PD_21004033,See,Books,involve,262.35,2,64,1,0,202302,2,4.5,0,10,17,0.4954,0.0000,5,1
PD_21004101,Serious,Fashion,forward,149.23,5,44,1,1,202308,8,2.8,0,7,42,0.4980,0.4980,1,2
PD_21006072,Old,Books,drug,474.63,2,54,0,1,202402,2,4.5,0,5,10,0.0000,0.4954,2,1
PD_21006087,Old,Fitness,administration,405.27,2,43,1,1,202301,1,0.5,0,4,10,0.5248,0.5248,4,2
PD_21006318,Reason,Electronics,our,321.43,1,66,0,1,202310,10,1,0,7,7,0.0000,0.4976,5,4
PD_21006455,Too,Fitness,enjoy,203.72,2,45,1,0,202308,8,4,0,7,14,0.5248,0.0000,4,5
PD_21006487,Most,Books,college,137.93,2,43,1,1,202309,9,2.5,0,7,15,0.4954,0.4954,4,5
PD_21006512,Dark,Books,seek,287.3,2,26,1,0,202302,2,5,0,6,13,0.4954,0.0000,7,1
PD_21006641,Read,Fitness,it,281.91,2,54,0,1,202406,6,3,0,8,16,0.0000,0.5248,3,2
PD_21006642,Center,Electronics,something,350.51,3,54,1,1,202301,1,2,0,5,19,0.4976,0.4976,3,5
PD_21007283,Mention,Electronics,officer,125.37,3,57,1,1,202409,9,2.33,0,9,11,0.4976,0.4976,1,2
PD_21007562,Say,Books,TV,16.17,2,38,0,1,202311,11,2.5,0,5,10,0.0000,0.4954,3,2
PD_21007702,Huge,Books,get,319.11,2,24,0,1,202407,7,4,0,6,12,0.0000,0.4954,6,5
PD_21007883,Nice,"Home Appliance",common,91.02,2,25,1,0,202307,7,5,0,1,2,0.5274,0.0000,6,-1
PD_21008141,Such,Fitness,yourself,162.01,1,28,1,0,202407,7,4,0,9,9,0.5248,0.0000,7,2
PD_21008681,Husband,"Home Appliance",mean,144.68,2,60,1,0,202312,12,4,0,1,2,0.5274,0.0000,1,1
PD_21008831,Already,"Home Appliance",here,24.36,3,44,0,1,202302,2,3.67,0,6,10,0.0000,0.5274,3,2
PD_21008888,Four,Fashion,standard,100.05,2,39,1,0,202305,5,2.5,0,3,13,0.4980,0.0000,3,-1
PD_21008916,Point,Fashion,often,120.26,4,49,1,1,202301,1,3.5,0,9,26,0.4980,0.4980,2,3
PD_21009364,Several,Fashion,international,388.8,5,53,0,1,202303,3,2,0,7,33,0.0000,0.4980,2,2
PD_21009480,Right,Fashion,tree,394.08,4,44,0,1,202305,5,2.75,0,9,36,0.0000,0.4980,1,-1
PD_21009597,High,Books,hot,386.62,4,48,1,1,202301,1,3.25,0,1,22,0.4954,0.4954,4,1
PD_21009672,Soldier,Fashion,world,49.15,2,42,0,1,202411,11,1.5,0,9,18,0.0000,0.4980,1,2
PD_21001936,Despite,Fashion,without,316.96,3,20,1,0,202407,7,3,0,6,18,0.4980,0.0000,7,-1
PD_21003290,Structure,Books,most,81.86,5,28,1,0,202405,5,2.6,0,9,45,0.4954,0.0000,7,6
PD_21004008,Be,Fashion,ten,395.01,3,50,1,1,202303,3,3.67,0,3,13,0.4980,0.4980,2,2
PD_21006190,Since,Electronics,education,420.96,2,60,0,1,202407,7,3,0,3,6,0.0000,0.4976,1,0
PD_21006258,Energy,"Home Appliance",land,46.24,1,53,0,1,202407,7,4,0,9,9,0.0000,0.5274,4,-1
PD_21007935,Forget,Books,war,499.1,6,55,0,1,202301,1,2.83,0,8,32,0.0000,0.4954,2,1
PD_21000775,Space,Books,before,306.19,4,60,1,1,202306,6,3.75,0,5,26,0.4954,0.4954,1,2
PD_21003101,Plan,Fashion,today,470.99,7,49,1,1,202304,4,3.71,0,5,36,0.4980,0.4980,2,5
PD_21004423,Fire,Fashion,school,51.37,2,46,1,0,202406,6,2,0,1,2,0.4980,0.0000,1,0
PD_21004884,Kitchen,Electronics,threat,428.7,3,41,1,0,202311,11,2,0,4,8,0.4976,0.0000,4,-1
PD_21006437,Research,Electronics,eight,167.25,2,46,1,0,202301,1,2,0,5,7,0.4976,0.0000,2,5
PD_21007856,Class,"Home Appliance",table,179.04,2,69,1,0,202303,3,3.5,0,7,14,0.5274,0.0000,5,-1
PD_21007998,Since,"Home Appliance",reason,142.87,7,26,0,1,202306,6,3.57,0,8,62,0.0000,0.5274,7,2
PD_21004894,Radio,"Home Appliance",morning,63.51,4,42,1,0,202303,3,0.5,1,14,21,0.5274,0.0000,3,-1
PD_21005068,Future,Fitness,key,476.71,3,62,1,0,202401,1,3,1,5,6,0.5248,0.0000,1,2
PD_21005258,Beautiful,Fitness,over,311.24,3,48,1,1,202404,4,3.33,1,11,13,0.5248,0.5248,4,5
PD_21003306,Loss,Electronics,trade,358.36,3,58,0,1,202405,5,2.67,1,16,25,0.0000,0.4976,1,2
PD_21000883,Serve,"Home Appliance",shoulder,455.76,3,48,0,1,202306,6,2.67,1,18,27,0.0000,0.5274,3,2
PD_21006504,Smile,Books,support,323.39,4,52,0,1,202301,1,1.25,1,13,22,0.0000,0.4954,2,1
PD_21005270,Since,Electronics,relationship,57.92,3,38,1,1,202302,2,3.67,1,6,8,0.4976,0.4976,4,2
PD_21001666,Six,Fashion,still,409.82,3,52,1,1,202407,7,2.33,1,29,29,0.4980,0.4980,2,-1
PD_21001063,When,Fitness,here,486.03,4,54,1,1,202305,5,2.5,1,8,14,0.5248,0.5248,3,-1
PD_21005249,Final,Books,school,491.29,8,38,1,1,202308,8,2.12,1,9,37,0.4954,0.4954,3,2
PD_21006051,Impact,Fitness,nature,198.59,2,44,1,1,202403,3,4,1,11,11,0.5248,0.5248,4,2
PD_21006292,Support,Electronics,leg,111.8,2,51,1,0,202302,2,2.5,1,11,11,0.4976,0.0000,3,2
PD_21000048,Paper,Fashion,hold,138.61,1,42,0,1,202403,3,1,0,10,10,0.0000,0.4980,1,2
PD_21000726,Will,Electronics,sometimes,77.93,2,20,1,0,202404,4,1,0,4,8,0.4976,0.0000,6,2
PD_21000801,Pay,"Home Appliance",build,31.73,2,23,1,0,202306,6,2.5,0,2,4,0.5274,0.0000,6,2
PD_21002440,Dark,Books,until,147.48,1,65,0,1,202401,1,2,0,6,6,0.0000,0.4954,5,1
PD_21003272,Nation,Fashion,score,74.2,2,26,0,1,202301,1,3,0,3,6,0.0000,0.4980,6,3
PD_21003336,Miss,Electronics,yeah,62.17,1,64,0,1,202309,9,5,0,5,5,0.0000,0.4976,5,2
PD_21004151,Work,Electronics,rather,199.3,3,48,1,1,202302,2,2.33,0,8,17,0.4976,0.4976,2,2
PD_21004733,Consider,Fashion,take,237.85,3,57,1,0,202310,10,2.33,0,6,18,0.4980,0.0000,4,5
PD_21004752,Myself,"Home Appliance",southern,262.18,1,46,1,0,202405,5,5,0,1,1,0.5274,0.0000,3,-1
PD_21004927,Approach,"Home Appliance",region,407.5,3,44,1,0,202306,6,4.67,1,11,21,0.5274,0.0000,3,2
PD_21005082,Moment,Books,fund,169.12,2,27,0,1,202404,4,4,0,5,10,0.0000,0.4954,7,2
PD_21005189,Least,Fashion,thank,333.07,2,30,1,0,202402,2,1.5,0,10,20,0.4980,0.0000,6,2
PD_21006226,Hand,"Home Appliance",anything,453.65,1,67,1,0,202312,12,3,0,7,7,0.5274,0.0000,5,1
PD_21006322,Without,Books,data,182.19,3,49,1,0,202306,6,3.33,0,3,11,0.4954,0.0000,2,2
PD_21006491,House,"Home Appliance",discussion,328.07,1,51,1,0,202305,5,5,0,2,2,0.5274,0.0000,4,-1
PD_21006668,Significant,Electronics,majority,474.36,7,63,1,1,202301,1,2.43,0,9,27,0.4976,0.4976,5,5
